Commodity Group,Commodity,MSP (Rs./Quintal),Date,Price,Arrival (Metric Tonnes)
Cereals,Maize,2400,2025-10-29,2352.92,97644.05
Cereals,Paddy,2369,2025-10-29,2672.77,104222.23
Cereals,Ragi,4886,2025-10-29,4867.82,115686.9
Cereals,Wheat,2585,2025-10-29,2731.75,21421.33
Fibre Crops,Cotton,7710,2025-10-29,8452.73,87129.23
Oil Seeds,Copra,12100,2025-10-29,10547.63,157247.22
Oil Seeds,Groundnut,7263,2025-10-29,6994.89,20118.48
Oil Seeds,Mustard,6200,2025-10-29,6448.83,176032.26
Oil Seeds,Safflower,6540,2025-10-29,7300.77,191534.81
Oil Seeds,Sesamum,9846,2025-10-29,10932.13,478.08
Oil Seeds,Soyabean,5328,2025-10-29,5136.58,163717.59
Oil Seeds,Sunflower,7721,2025-10-29,7411.2,120329.62
Pulses,Arhar,8000,2025-10-29,8255.16,73036.81
Pulses,Bengal Gram,5875,2025-10-29,6587.89,100670.51
Pulses,Black Gram,7800,2025-10-29,7717.6,199502.87
Pulses,Green Gram,8768,2025-10-29,8750.9,35720.73
Pulses,Lentil,7000,2025-10-29,7027.45,162812.65
Vegetables,Onion,0,2025-10-29,1387.4,141619.36
Vegetables,Potato,0,2025-10-29,836.14,178694.02
Vegetables,Tomato,0,2025-10-29,617.2,195122.21
Cereals,Bajra,2775,2025-10-30,3081.63,178652.57
Cereals,Barley,2150,2025-10-30,2399.21,108360.28
Cereals,Jowar,3699,2025-10-30,3861.46,109095.3
Cereals,Maize,2400,2025-10-30,2076.87,149113.34
Cereals,Paddy,2369,2025-10-30,2372.79,129559.43
Cereals,Ragi,4886,2025-10-30,4889.87,98387.67
Cereals,Wheat,2585,2025-10-30,2330.47,55778.81
Fibre Crops,Cotton,7710,2025-10-30,6920.93,39173.48
Oil Seeds,Copra,12100,2025-10-30,13816.91,30665.03
Oil Seeds,Groundnut,7263,2025-10-30,6760.26,118138.4
Oil Seeds,Mustard,6200,2025-10-30,6404.93,30837.13
Oil Seeds,Safflower,6540,2025-10-30,7116.27,157051.31
Oil Seeds,Sesamum,9846,2025-10-30,9070.09,57768.83
Oil Seeds,Soyabean,5328,2025-10-30,6028.08,165143.01
Oil Seeds,Sunflower,7721,2025-10-30,8179.16,16492.53
Pulses,Arhar,8000,2025-10-30,7803.83,111882.41
Pulses,Bengal Gram,5875,2025-10-30,5324.06,89672.91
Pulses,Black Gram,7800,2025-10-30,8036.4,65508.97
Pulses,Green Gram,8768,2025-10-30,9507.0,168097.89
Pulses,Lentil,7000,2025-10-30,6629.58,167739.5
Vegetables,Onion,0,2025-10-30,664.73,30592.45
Vegetables,Potato,0,2025-10-30,607.72,94413.88
Vegetables,Tomato,0,2025-10-30,1350.11,57466.1
Cereals,Bajra,2775,2025-10-31,2775.61,91216.44
Cereals,Barley,2150,2025-10-31,2049.66,138763.57
Cereals,Jowar,3699,2025-10-31,3987.04,170604.14
Cereals,Maize,2400,2025-10-31,2740.46,53367.91
Cereals,Paddy,2369,2025-10-31,2522.58,78881.93
Cereals,Ragi,4886,2025-10-31,5145.57,95222.54
Cereals,Wheat,2585,2025-10-31,2967.92,145793.98
Fibre Crops,Cotton,7710,2025-10-31,8756.61,167002.16
Oil Seeds,Copra,12100,2025-10-31,13562.53,162893.12
Oil Seeds,Groundnut,7263,2025-10-31,7174.01,50395.1
Oil Seeds,Mustard,6200,2025-10-31,5958.8,4096.23
Oil Seeds,Safflower,6540,2025-10-31,6587.07,101036.31
Oil Seeds,Sesamum,9846,2025-10-31,9920.58,194807.54
Oil Seeds,Soyabean,5328,2025-10-31,5985.67,32384.47
Oil Seeds,Sunflower,7721,2025-10-31,7417.29,84820.04
Pulses,Arhar,8000,2025-10-31,7665.28,159709.27
Pulses,Bengal Gram,5875,2025-10-31,5917.37,114441.36
Pulses,Black Gram,7800,2025-10-31,8626.05,161195.33
Pulses,Green Gram,8768,2025-10-31,7800.57,142797.22
Pulses,Lentil,7000,2025-10-31,6864.42,58965.05
Vegetables,Onion,0,2025-10-31,547.91,71119.56
Vegetables,Potato,0,2025-10-31,795.4,153908.6
Vegetables,Tomato,0,2025-10-31,644.12,169758.1
Cereals,Bajra,2775,2025-11-01,2367.04,187425.64
Cereals,Barley,2150,2025-11-01,2232.31,64403.23
Cereals,Jowar,3699,2025-11-01,3417.67,1850.68
Cereals,Maize,2400,2025-11-01,2209.54,27588.77
Cereals,Paddy,2369,2025-11-01,2448.72,33350.79
Cereals,Ragi,4886,2025-11-01,4927.97,118043.78
Cereals,Wheat,2585,2025-11-01,2428.38,7061.24
Fibre Crops,Cotton,7710,2025-11-01,6639.67,5318.15
Oil Seeds,Copra,12100,2025-11-01,12968.02,63636.04
Oil Seeds,Groundnut,7263,2025-11-01,7908.61,86374.98
Oil Seeds,Mustard,6200,2025-11-01,6112.58,102600.88
Oil Seeds,Safflower,6540,2025-11-01,6957.97,54736.9
Oil Seeds,Sesamum,9846,2025-11-01,8728.24,111233.66
Oil Seeds,Soyabean,5328,2025-11-01,5051.44,88526.14
Oil Seeds,Sunflower,7721,2025-11-01,8061.37,98850.44
Pulses,Arhar,8000,2025-11-01,8288.67,108862.79
Pulses,Bengal Gram,5875,2025-11-01,6297.64,141202.03
Pulses,Black Gram,7800,2025-11-01,7880.0,135796.66
Pulses,Green Gram,8768,2025-11-01,9750.61,86482.64
Pulses,Lentil,7000,2025-11-01,6816.8,152860.91
Vegetables,Onion,0,2025-11-01,943.23,178427.8
Vegetables,Potato,0,2025-11-01,570.34,151770.89
Vegetables,Tomato,0,2025-11-01,1258.74,119391.53
Cereals,Bajra,2775,2025-11-02,2714.93,66160.06
Cereals,Barley,2150,2025-11-02,1885.76,112552.69
Cereals,Jowar,3699,2025-11-02,3675.74,20955.66
Cereals,Maize,2400,2025-11-02,2480.99,147603.73
Cereals,Paddy,2369,2025-11-02,2558.95,181079.37
Cereals,Ragi,4886,2025-11-02,4753.3,190616.9
Cereals,Wheat,2585,2025-11-02,2868.39,59335.49
Fibre Crops,Cotton,7710,2025-11-02,6921.92,87106.11
Oil Seeds,Copra,12100,2025-11-02,11743.89,115165.08
Oil Seeds,Groundnut,7263,2025-11-02,7444.69,150009.9
Oil Seeds,Mustard,6200,2025-11-02,6218.4,21009.29
Oil Seeds,Safflower,6540,2025-11-02,7242.97,61987.43
Oil Seeds,Sesamum,9846,2025-11-02,11238.12,23616.13
Oil Seeds,Soyabean,5328,2025-11-02,6060.47,18247.81
Oil Seeds,Sunflower,7721,2025-11-02,7098.0,9363.66
Pulses,Arhar,8000,2025-11-02,8492.27,170067.23
Pulses,Bengal Gram,5875,2025-11-02,5758.8,185707.99
Pulses,Black Gram,7800,2025-11-02,8011.3,126019.93
Pulses,Green Gram,8768,2025-11-02,9676.59,59395.2
Pulses,Lentil,7000,2025-11-02,6693.96,181195.09
Vegetables,Onion,0,2025-11-02,1601.22,180372.57
Vegetables,Potato,0,2025-11-02,688.3,81997.2
Vegetables,Tomato,0,2025-11-02,1478.4,110789.52
Cereals,Bajra,2775,2025-11-03,2799.79,64381.32
Cereals,Barley,2150,2025-11-03,1875.89,179135.46
Cereals,Jowar,3699,2025-11-03,4034.88,27948.38
Cereals,Maize,2400,2025-11-03,2599.27,125188.04
Cereals,Paddy,2369,2025-11-03,2304.43,50841.53
Cereals,Ragi,4886,2025-11-03,5413.29,140052.64
Cereals,Wheat,2585,2025-11-03,2622.02,121933.23
Fibre Crops,Cotton,7710,2025-11-03,6764.14,94810.26
Oil Seeds,Copra,12100,2025-11-03,10988.13,41716.32
Oil Seeds,Groundnut,7263,2025-11-03,7614.47,182255.67
Oil Seeds,Mustard,6200,2025-11-03,6020.99,41589.47
Oil Seeds,Safflower,6540,2025-11-03,6831.84,174243.85
Oil Seeds,Sesamum,9846,2025-11-03,10579.48,173758.01
Oil Seeds,Soyabean,5328,2025-11-03,5386.43,150387.66
Oil Seeds,Sunflower,7721,2025-11-03,6887.28,69687.51
Pulses,Arhar,8000,2025-11-03,7734.92,102283.58
Pulses,Bengal Gram,5875,2025-11-03,6631.25,174865.6
Pulses,Black Gram,7800,2025-11-03,6944.79,34599.29
Pulses,Green Gram,8768,2025-11-03,8393.54,58184.24
Pulses,Lentil,7000,2025-11-03,7241.02,180560.07
Vegetables,Onion,0,2025-11-03,1529.68,167639.93
Vegetables,Potato,0,2025-11-03,935.5,104961.45
Vegetables,Tomato,0,2025-11-03,1131.83,44015.6
Cereals,Bajra,2775,2025-11-04,2665.37,72837.29
Cereals,Barley,2150,2025-11-04,2446.34,88816.79
Cereals,Jowar,3699,2025-11-04,3982.08,150174.74
Cereals,Maize,2400,2025-11-04,2231.19,114395.34
Cereals,Paddy,2369,2025-11-04,2649.23,95065.78
Cereals,Ragi,4886,2025-11-04,5538.45,42930.92
Cereals,Wheat,2585,2025-11-04,2254.76,178296.2
Fibre Crops,Cotton,7710,2025-11-04,8514.19,198518.35
Oil Seeds,Copra,12100,2025-11-04,12751.2,187340.75
Oil Seeds,Groundnut,7263,2025-11-04,7975.39,168893.05
Oil Seeds,Mustard,6200,2025-11-04,6328.6,76503.8
Oil Seeds,Safflower,6540,2025-11-04,7392.6,86451.83
Oil Seeds,Sesamum,9846,2025-11-04,9960.66,89250.56
Oil Seeds,Soyabean,5328,2025-11-04,5431.61,94127.49
Oil Seeds,Sunflower,7721,2025-11-04,6673.96,176415.53
Pulses,Arhar,8000,2025-11-04,7866.55,117809.28
Pulses,Bengal Gram,5875,2025-11-04,5239.07,727.4
Pulses,Black Gram,7800,2025-11-04,7203.98,140931.98
Pulses,Green Gram,8768,2025-11-04,7713.72,181782.04
Pulses,Lentil,7000,2025-11-04,6401.55,40958.49
Vegetables,Onion,0,2025-11-04,582.14,154372.5
Vegetables,Potato,0,2025-11-04,1422.13,37680.59
Vegetables,Tomato,0,2025-11-04,779.61,190871.47
Cereals,Bajra,2775,2025-11-05,2564.67,146342.6
Cereals,Barley,2150,2025-11-05,2110.94,59604.58
Cereals,Jowar,3699,2025-11-05,3650.08,14287.78
Cereals,Maize,2400,2025-11-05,2615.05,48698.22
Cereals,Paddy,2369,2025-11-05,2529.2,13716.26
Cereals,Ragi,4886,2025-11-05,5553.08,38643.35
Cereals,Wheat,2585,2025-11-05,2881.82,161904.17
Fibre Crops,Cotton,7710,2025-11-05,8792.16,95604.24
Oil Seeds,Copra,12100,2025-11-05,12925.45,74173.6
Oil Seeds,Groundnut,7263,2025-11-05,6575.27,88643.03
Oil Seeds,Mustard,6200,2025-11-05,5578.29,196409.82
Oil Seeds,Safflower,6540,2025-11-05,5747.84,117862.88
Oil Seeds,Sesamum,9846,2025-11-05,10219.55,107639.0
Oil Seeds,Soyabean,5328,2025-11-05,5587.24,23280.35
Oil Seeds,Sunflower,7721,2025-11-05,7848.44,57478.15
Pulses,Arhar,8000,2025-11-05,9056.42,152426.23
Pulses,Bengal Gram,5875,2025-11-05,6707.81,7559.34
Pulses,Black Gram,7800,2025-11-05,7297.21,39124.75
Pulses,Green Gram,8768,2025-11-05,7482.14,48503.03
Pulses,Lentil,7000,2025-11-05,7375.43,46256.23
Vegetables,Onion,0,2025-11-05,1126.4,138766.9
Vegetables,Potato,0,2025-11-05,860.4,91174.38
Vegetables,Tomato,0,2025-11-05,704.26,72862.36
Cereals,Bajra,2775,2025-11-06,3068.34,151322.7
Cereals,Barley,2150,2025-11-06,2221.28,72872.23
Cereals,Jowar,3699,2025-11-06,3377.11,155241.57
Cereals,Maize,2400,2025-11-06,2390.21,44988.77
Cereals,Paddy,2369,2025-11-06,2152.36,33121.91
Cereals,Ragi,4886,2025-11-06,5292.26,45835.99
Cereals,Wheat,2585,2025-11-06,2605.66,90336.69
Fibre Crops,Cotton,7710,2025-11-06,7894.14,175437.12
Oil Seeds,Copra,12100,2025-11-06,13434.92,90242.66
Oil Seeds,Groundnut,7263,2025-11-06,6207.03,85317.44
Oil Seeds,Mustard,6200,2025-11-06,6397.52,111575.06
Oil Seeds,Safflower,6540,2025-11-06,6836.92,30857.44
Oil Seeds,Sesamum,9846,2025-11-06,10278.84,36571.19
Oil Seeds,Soyabean,5328,2025-11-06,5728.44,67850.57
Oil Seeds,Sunflower,7721,2025-11-06,8207.18,9620.73
Pulses,Arhar,8000,2025-11-06,7778.86,141021.65
Pulses,Bengal Gram,5875,2025-11-06,5393.61,159067.64
Pulses,Black Gram,7800,2025-11-06,8106.02,117532.98
Pulses,Green Gram,8768,2025-11-06,8382.77,96516.17
Pulses,Lentil,7000,2025-11-06,7204.43,94518.8
Vegetables,Onion,0,2025-11-06,1174.48,40494.52
Vegetables,Potato,0,2025-11-06,608.09,60226.5
Vegetables,Tomato,0,2025-11-06,1359.13,40533.39
Cereals,Bajra,2775,2025-11-07,3157.15,100505.44
Cereals,Barley,2150,2025-11-07,2418.95,141367.72
Cereals,Jowar,3699,2025-11-07,3945.83,17054.47
Cereals,Maize,2400,2025-11-07,2198.39,1812.53
Cereals,Paddy,2369,2025-11-07,2522.6,68920.44
Cereals,Ragi,4886,2025-11-07,5306.18,67820.3
Cereals,Wheat,2585,2025-11-07,2832.64,26183.12
Fibre Crops,Cotton,7710,2025-11-07,6954.51,68208.26
Oil Seeds,Copra,12100,2025-11-07,11767.81,69773.13
Oil Seeds,Groundnut,7263,2025-11-07,7837.46,19435.43
Oil Seeds,Mustard,6200,2025-11-07,5923.26,167456.14
Oil Seeds,Safflower,6540,2025-11-07,5690.06,188471.58
Oil Seeds,Sesamum,9846,2025-11-07,11282.48,17759.21
Oil Seeds,Soyabean,5328,2025-11-07,4994.37,74511.51
Oil Seeds,Sunflower,7721,2025-11-07,8361.21,119205.57
Pulses,Arhar,8000,2025-11-07,8346.48,151514.09
Pulses,Bengal Gram,5875,2025-11-07,5201.69,166650.23
Pulses,Black Gram,7800,2025-11-07,8281.15,115489.48
Pulses,Green Gram,8768,2025-11-07,9793.16,140076.26
Pulses,Lentil,7000,2025-11-07,6373.57,85977.59
Vegetables,Onion,0,2025-11-07,861.4,190929.77
Vegetables,Potato,0,2025-11-07,665.81,101270.9
Vegetables,Tomato,0,2025-11-07,592.61,170374.77
Cereals,Bajra,2775,2025-11-08,2795.19,45827.02
Cereals,Barley,2150,2025-11-08,1905.95,72710.33
Cereals,Jowar,3699,2025-11-08,3427.6,101362.91
Cereals,Maize,2400,2025-11-08,2735.81,115011.95
Cereals,Paddy,2369,2025-11-08,2646.12,130193.22
Cereals,Ragi,4886,2025-11-08,4849.72,170928.78
Cereals,Wheat,2585,2025-11-08,2562.8,173732.2
Fibre Crops,Cotton,7710,2025-11-08,7227.92,25806.17
Oil Seeds,Copra,12100,2025-11-08,13389.79,117503.66
Oil Seeds,Groundnut,7263,2025-11-08,8110.79,187568.55
Oil Seeds,Mustard,6200,2025-11-08,5369.75,100218.81
Oil Seeds,Safflower,6540,2025-11-08,6294.68,125190.39
Oil Seeds,Sesamum,9846,2025-11-08,10713.21,56154.01
Oil Seeds,Soyabean,5328,2025-11-08,5418.79,141760.28
Oil Seeds,Sunflower,7721,2025-11-08,6874.23,162822.68
Pulses,Arhar,8000,2025-11-08,8254.66,189910.01
Pulses,Bengal Gram,5875,2025-11-08,5592.17,21673.78
Pulses,Black Gram,7800,2025-11-08,7815.21,17207.86
Pulses,Green Gram,8768,2025-11-08,10003.04,7785.06
Pulses,Lentil,7000,2025-11-08,7532.36,105044.22
Vegetables,Onion,0,2025-11-08,755.49,124452.28
Vegetables,Potato,0,2025-11-08,1013.88,182048.83
Vegetables,Tomato,0,2025-11-08,791.98,108775.3
Cereals,Bajra,2775,2025-11-09,2442.19,186435.74
Cereals,Barley,2150,2025-11-09,2069.08,16201.8
Cereals,Jowar,3699,2025-11-09,3573.93,120060.5
Cereals,Maize,2400,2025-11-09,2409.83,138923.67
Cereals,Paddy,2369,2025-11-09,2053.08,56943.9
Cereals,Ragi,4886,2025-11-09,5353.93,16024.74
Cereals,Wheat,2585,2025-11-09,2860.68,18424.62
Fibre Crops,Cotton,7710,2025-11-09,8483.59,72189.64
Oil Seeds,Copra,12100,2025-11-09,12507.32,30619.78
Oil Seeds,Groundnut,7263,2025-11-09,6317.73,43226.84
Oil Seeds,Mustard,6200,2025-11-09,5507.81,62515.56
Oil Seeds,Safflower,6540,2025-11-09,6568.22,117772.45
Oil Seeds,Sesamum,9846,2025-11-09,10702.21,131265.17
Oil Seeds,Soyabean,5328,2025-11-09,5501.84,82385.82
Oil Seeds,Sunflower,7721,2025-11-09,7660.33,82933.44
Pulses,Arhar,8000,2025-11-09,8821.2,46038.59
Pulses,Bengal Gram,5875,2025-11-09,5003.83,130281.41
Pulses,Black Gram,7800,2025-11-09,7103.76,178028.52
Pulses,Green Gram,8768,2025-11-09,9712.44,15391.64
Pulses,Lentil,7000,2025-11-09,6173.42,99059.56
Vegetables,Onion,0,2025-11-09,1034.32,143373.7
Vegetables,Potato,0,2025-11-09,1037.38,5123.03
Vegetables,Tomato,0,2025-11-09,1143.17,166903.03
Cereals,Bajra,2775,2025-11-10,2708.64,115436.63
Cereals,Barley,2150,2025-11-10,2390.55,172731.42
Cereals,Jowar,3699,2025-11-10,3556.43,41817.33
Cereals,Maize,2400,2025-11-10,2598.11,86644.39
Cereals,Paddy,2369,2025-11-10,2150.13,180889.85
Cereals,Ragi,4886,2025-11-10,4443.48,5210.14
Cereals,Wheat,2585,2025-11-10,2212.98,124481.96
Fibre Crops,Cotton,7710,2025-11-10,8083.95,62242.79
Oil Seeds,Copra,12100,2025-11-10,11446.64,67931.81
Oil Seeds,Groundnut,7263,2025-11-10,7655.55,11673.85
Oil Seeds,Mustard,6200,2025-11-10,6998.16,44543.08
Oil Seeds,Safflower,6540,2025-11-10,7520.36,34345.96
Oil Seeds,Sesamum,9846,2025-11-10,10648.09,44721.34
Oil Seeds,Soyabean,5328,2025-11-10,4658.03,174992.92
Oil Seeds,Sunflower,7721,2025-11-10,8551.98,80743.9
Pulses,Arhar,8000,2025-11-10,8485.75,111435.33
Pulses,Bengal Gram,5875,2025-11-10,6497.09,63045.44
Pulses,Black Gram,7800,2025-11-10,7855.39,97100.21
Pulses,Green Gram,8768,2025-11-10,8383.71,178296.44
Pulses,Lentil,7000,2025-11-10,6298.34,29944.25
Vegetables,Onion,0,2025-11-10,1127.79,38964.12
Vegetables,Potato,0,2025-11-10,1010.05,49361.15
Vegetables,Tomato,0,2025-11-10,1252.54,89653.33
Cereals,Bajra,2775,2025-11-11,3139.24,147344.51
Cereals,Barley,2150,2025-11-11,2122.86,113888.57
Cereals,Jowar,3699,2025-11-11,3912.74,118458.43
Cereals,Maize,2400,2025-11-11,2672.66,71409.89
Cereals,Paddy,2369,2025-11-11,2226.78,42807.09
Cereals,Ragi,4886,2025-11-11,4208.48,8650.64
Cereals,Wheat,2585,2025-11-11,2871.98,135694.71
Fibre Crops,Cotton,7710,2025-11-11,8081.31,122947.83
Oil Seeds,Copra,12100,2025-11-11,13367.67,96079.37
Oil Seeds,Groundnut,7263,2025-11-11,8070.09,71921.03
Oil Seeds,Mustard,6200,2025-11-11,6993.68,139746.46
Oil Seeds,Safflower,6540,2025-11-11,6063.58,112838.78
Oil Seeds,Sesamum,9846,2025-11-11,9943.57,27622.87
Oil Seeds,Soyabean,5328,2025-11-11,5473.84,62991.39
Oil Seeds,Sunflower,7721,2025-11-11,6684.11,189733.8
Pulses,Arhar,8000,2025-11-11,8339.58,175389.94
Pulses,Bengal Gram,5875,2025-11-11,6185.3,71428.89
Pulses,Black Gram,7800,2025-11-11,7829.69,135165.56
Pulses,Green Gram,8768,2025-11-11,9978.65,50771.21
Pulses,Lentil,7000,2025-11-11,7787.45,184819.36
Vegetables,Onion,0,2025-11-11,1321.84,79605.82
Vegetables,Potato,0,2025-11-11,1541.41,8449.05
Vegetables,Tomato,0,2025-11-11,1400.32,92092.38
Cereals,Bajra,2775,2025-11-12,2830.33,29919.44
Cereals,Barley,2150,2025-11-12,2130.11,166233.89
Cereals,Jowar,3699,2025-11-12,3161.33,54619.79
Cereals,Maize,2400,2025-11-12,2041.77,83171.48
Cereals,Paddy,2369,2025-11-12,2531.26,159764.43
Cereals,Ragi,4886,2025-11-12,5538.56,121720.5
Cereals,Wheat,2585,2025-11-12,2394.71,184833.38
Fibre Crops,Cotton,7710,2025-11-12,8346.81,114906.98
Oil Seeds,Copra,12100,2025-11-12,12810.17,184867.06
Oil Seeds,Groundnut,7263,2025-11-12,7725.79,73706.48
Oil Seeds,Mustard,6200,2025-11-12,6596.23,8103.62
Oil Seeds,Safflower,6540,2025-11-12,6317.15,81294.29
Oil Seeds,Sesamum,9846,2025-11-12,8861.91,4665.94
Oil Seeds,Soyabean,5328,2025-11-12,4742.0,130941.57
Oil Seeds,Sunflower,7721,2025-11-12,8421.19,197641.29
Pulses,Arhar,8000,2025-11-12,7631.27,119895.88
Pulses,Bengal Gram,5875,2025-11-12,6645.47,33450.0
Pulses,Black Gram,7800,2025-11-12,8309.29,151008.0
Pulses,Green Gram,8768,2025-11-12,7686.84,172256.81
Pulses,Lentil,7000,2025-11-12,7657.52,6728.93
Vegetables,Onion,0,2025-11-12,511.13,66981.97
Vegetables,Potato,0,2025-11-12,1019.08,53569.97
Vegetables,Tomato,0,2025-11-12,1355.81,9157.75
Cereals,Bajra,2775,2025-11-13,2608.69,106245.33
Cereals,Barley,2150,2025-11-13,2090.8,54804.81
Cereals,Jowar,3699,2025-11-13,3289.88,163841.94
Cereals,Maize,2400,2025-11-13,2757.22,65941.95
Cereals,Paddy,2369,2025-11-13,2284.87,123626.6
Cereals,Ragi,4886,2025-11-13,5206.19,78436.31
Cereals,Wheat,2585,2025-11-13,2899.02,112022.8
Fibre Crops,Cotton,7710,2025-11-13,7595.25,129352.22
Oil Seeds,Copra,12100,2025-11-13,13743.68,158920.73
Oil Seeds,Groundnut,7263,2025-11-13,6260.73,66495.37
Oil Seeds,Mustard,6200,2025-11-13,6145.21,62937.79
Oil Seeds,Safflower,6540,2025-11-13,6932.77,165262.52
Oil Seeds,Sesamum,9846,2025-11-13,10529.35,197867.19
Oil Seeds,Soyabean,5328,2025-11-13,4964.44,175004.15
Oil Seeds,Sunflower,7721,2025-11-13,8338.58,72467.64
Pulses,Arhar,8000,2025-11-13,8561.9,20859.99
Pulses,Bengal Gram,5875,2025-11-13,6384.95,106489.5
Pulses,Black Gram,7800,2025-11-13,7313.96,131172.67
Pulses,Green Gram,8768,2025-11-13,9140.52,41936.77
Pulses,Lentil,7000,2025-11-13,6013.83,86752.84
Vegetables,Onion,0,2025-11-13,1190.35,185646.95
Vegetables,Potato,0,2025-11-13,1107.14,87888.69
Vegetables,Tomato,0,2025-11-13,1135.73,74244.39
Cereals,Bajra,2775,2025-11-14,2886.74,3680.69
Cereals,Barley,2150,2025-11-14,2293.49,167115.32
Cereals,Jowar,3699,2025-11-14,3587.08,89616.09
Cereals,Maize,2400,2025-11-14,2652.92,155142.14
Cereals,Paddy,2369,2025-11-14,2218.44,64829.02
Cereals,Ragi,4886,2025-11-14,5148.2,112661.46
Cereals,Wheat,2585,2025-11-14,2323.06,62020.49
Fibre Crops,Cotton,7710,2025-11-14,8635.16,137650.48
Oil Seeds,Copra,12100,2025-11-14,13864.09,153414.16
Oil Seeds,Groundnut,7263,2025-11-14,8226.02,43276.91
Oil Seeds,Mustard,6200,2025-11-14,6704.96,4092.49
Oil Seeds,Safflower,6540,2025-11-14,6875.03,93882.99
Oil Seeds,Sesamum,9846,2025-11-14,9393.36,172487.75
Oil Seeds,Soyabean,5328,2025-11-14,5894.26,4509.23
Oil Seeds,Sunflower,7721,2025-11-14,7974.65,73598.05
Pulses,Arhar,8000,2025-11-14,7797.59,166416.55
Pulses,Bengal Gram,5875,2025-11-14,5539.84,188612.61
Pulses,Black Gram,7800,2025-11-14,7050.34,132561.35
Pulses,Green Gram,8768,2025-11-14,9220.71,50476.42
Pulses,Lentil,7000,2025-11-14,6631.98,166967.96
Vegetables,Onion,0,2025-11-14,1197.11,106814.61
Vegetables,Potato,0,2025-11-14,512.6,97189.82
Vegetables,Tomato,0,2025-11-14,646.33,143615.34
Cereals,Bajra,2775,2025-11-15,3144.33,138708.71
Cereals,Barley,2150,2025-11-15,2434.06,110924.79
Cereals,Jowar,3699,2025-11-15,3810.21,195395.36
Cereals,Maize,2400,2025-11-15,2502.33,6205.77
Cereals,Paddy,2369,2025-11-15,2528.06,181098.46
Cereals,Ragi,4886,2025-11-15,5319.26,116787.46
Cereals,Wheat,2585,2025-11-15,2717.85,198038.85
Fibre Crops,Cotton,7710,2025-11-15,6763.2,133465.6
Oil Seeds,Copra,12100,2025-11-15,11313.73,128036.07
Oil Seeds,Groundnut,7263,2025-11-15,7497.5,30733.69
Oil Seeds,Mustard,6200,2025-11-15,5654.55,124344.83
Oil Seeds,Safflower,6540,2025-11-15,5810.59,53072.92
Oil Seeds,Sesamum,9846,2025-11-15,10836.25,65451.95
Oil Seeds,Soyabean,5328,2025-11-15,5308.92,188231.01
Oil Seeds,Sunflower,7721,2025-11-15,7089.0,77955.72
Pulses,Arhar,8000,2025-11-15,8255.5,151080.02
Pulses,Bengal Gram,5875,2025-11-15,6582.91,183098.82
Pulses,Black Gram,7800,2025-11-15,8447.34,45704.75
Pulses,Green Gram,8768,2025-11-15,7518.06,76785.6
Pulses,Lentil,7000,2025-11-15,6247.25,142092.01
Vegetables,Onion,0,2025-11-15,1002.28,167326.93
Vegetables,Potato,0,2025-11-15,733.52,133603.35
Vegetables,Tomato,0,2025-11-15,913.05,13172.32
Cereals,Bajra,2775,2025-11-16,2692.95,152981.34
Cereals,Barley,2150,2025-11-16,2417.79,82728.75
Cereals,Jowar,3699,2025-11-16,3614.2,140540.29
Cereals,Maize,2400,2025-11-16,2718.8,53448.84
Cereals,Paddy,2369,2025-11-16,2326.46,159204.85
Cereals,Ragi,4886,2025-11-16,5046.79,22161.74
Cereals,Wheat,2585,2025-11-16,2684.06,37389.92
Fibre Crops,Cotton,7710,2025-11-16,7733.63,105844.2
Oil Seeds,Copra,12100,2025-11-16,13465.62,92525.73
Oil Seeds,Groundnut,7263,2025-11-16,6782.43,46231.72
Oil Seeds,Mustard,6200,2025-11-16,6896.11,34243.62
Oil Seeds,Safflower,6540,2025-11-16,6394.55,37475.26
Oil Seeds,Sesamum,9846,2025-11-16,10653.29,94900.81
Oil Seeds,Soyabean,5328,2025-11-16,5090.07,72251.87
Oil Seeds,Sunflower,7721,2025-11-16,8536.83,110777.1
Pulses,Arhar,8000,2025-11-16,8522.88,179412.85
Pulses,Bengal Gram,5875,2025-11-16,6583.07,65735.39
Pulses,Black Gram,7800,2025-11-16,8858.74,5023.93
Pulses,Green Gram,8768,2025-11-16,8444.03,179164.98
Pulses,Lentil,7000,2025-11-16,6526.74,54652.64
Vegetables,Onion,0,2025-11-16,829.67,87694.64
Vegetables,Potato,0,2025-11-16,1372.07,134856.17
Vegetables,Tomato,0,2025-11-16,795.91,52935.35
Cereals,Bajra,2775,2025-11-17,2483.54,18038.96
Cereals,Barley,2150,2025-11-17,2190.88,22796.8
Cereals,Jowar,3699,2025-11-17,3298.15,60041.09
Cereals,Maize,2400,2025-11-17,2242.79,120867.69
Cereals,Paddy,2369,2025-11-17,2594.11,152281.86
Cereals,Ragi,4886,2025-11-17,4537.85,49099.83
Cereals,Wheat,2585,2025-11-17,2946.22,1696.84
Fibre Crops,Cotton,7710,2025-11-17,8588.29,39985.72
Oil Seeds,Copra,12100,2025-11-17,13723.64,68494.34
Oil Seeds,Groundnut,7263,2025-11-17,7133.03,141438.77
Oil Seeds,Mustard,6200,2025-11-17,6363.06,63621.97
Oil Seeds,Safflower,6540,2025-11-17,6645.62,146154.84
Oil Seeds,Sesamum,9846,2025-11-17,8494.15,2289.3
